0.0000e+00,1.0000e+00,2.0000e+00,3.0000e+00
-4.4306e-03,6.0065e-03,0.0000e+00,2.0000e+01
-3.7335e-03,4.9796e-03,0.0000e+00,2.0000e+01
-2.7378e-03,3.6949e-03,0.0000e+00,2.0000e+01
-1.2334e-03,1.7429e-03,0.0000e+00,2.0000e+01
5.6663e-04,-7.6198e-04,0.0000e+00,2.0000e+01
2.2019e-03,-3.0870e-03,0.0000e+00,2.0000e+01
3.4098e-03,-4.6182e-03,0.0000e+00,2.0000e+01
4.2398e-03,-5.5498e-03,0.0000e+00,2.0000e+01
4.7506e-03,-6.4008e-03,0.0000e+00,2.0000e+01
4.9739e-03,-7.0421e-03,0.0000e+00,2.0000e+01
5.1140e-03,-6.9459e-03,0.0000e+00,2.0000e+01
4.9550e-03,-6.0665e-03,0.0000e+00,2.0000e+01
3.6002e-03,-4.7405e-03,0.0000e+00,2.0000e+01
1.2662e-03,-2.9679e-03,0.0000e+00,2.0000e+01
2.3814e-04,-5.6230e-04,0.0000e+00,2.0000e+01
1.5764e-03,1.9964e-03,0.0000e+00,2.0000e+01
2.6596e-03,3.3535e-03,0.0000e+00,2.0000e+01
1.3543e-03,2.4114e-03,0.0000e+00,2.0000e+01
2.8333e-06,-2.6567e-04,0.0000e+00,2.0000e+01
1.2068e-03,-2.6046e-03,0.0000e+00,2.0000e+01
2.7962e-03,-2.9884e-03,0.0000e+00,2.0000e+01
1.4353e-03,-2.0824e-03,0.0000e+00,2.0000e+01
-1.7602e-03,-1.8454e-03,0.0000e+00,2.0000e+01
-3.4384e-03,-2.7902e-03,0.0000e+00,2.0000e+01
-3.2714e-03,-3.8344e-03,0.0000e+00,2.0000e+01
-3.3475e-03,-4.3965e-03,0.0000e+00,2.0000e+01
-4.4547e-03,-5.0457e-03,0.0000e+00,2.0000e+01
-5.7605e-03,-6.2994e-03,0.0000e+00,2.0000e+01
-6.6549e-03,-7.6858e-03,0.0000e+00,2.0000e+01
-7.0443e-03,-8.2225e-03,0.0000e+00,2.0000e+01
-6.8508e-03,-7.7032e-03,0.0000e+00,2.0000e+01
-6.1482e-03,-6.9013e-03,0.0000e+00,2.0000e+01
-5.3383e-03,-6.3135e-03,0.0000e+00,2.0000e+01
-4.7683e-03,-5.5496e-03,0.0000e+00,2.0000e+01
-4.4292e-03,-4.6131e-03,0.0000e+00,2.0000e+01
-4.2659e-03,-4.6705e-03,0.0000e+00,2.0000e+01
-4.6862e-03,-6.2146e-03,0.0000e+00,2.0000e+01
-6.2122e-03,-7.5093e-03,0.0000e+00,2.0000e+01
-8.3176e-03,-6.9062e-03,0.0000e+00,2.0000e+01
-9.5189e-03,-5.6587e-03,0.0000e+00,2.0000e+01
-9.4474e-03,-5.7684e-03,0.0000e+00,2.0000e+01
-9.5625e-03,-6.4292e-03,0.0000e+00,2.0000e+01
-1.0884e-02,-5.7104e-03,0.0000e+00,2.0000e+01
-1.2632e-02,-3.9311e-03,0.0000e+00,2.0000e+01
-1.3716e-02,-2.7184e-03,0.0000e+00,2.0000e+01
-1.3664e-02,-2.5130e-03,0.0000e+00,2.0000e+01
-1.2501e-02,-2.5927e-03,0.0000e+00,2.0000e+01
-1.0800e-02,-2.2528e-03,0.0000e+00,2.0000e+01
-9.4970e-03,-1.6584e-03,0.0000e+00,2.0000e+01
-8.4045e-03,-1.9052e-03,0.0000e+00,2.0000e+01
-6.4940e-03,-3.7811e-03,0.0000e+00,2.0000e+01
-3.7418e-03,-6.5445e-03,0.0000e+00,2.0000e+01
-1.5559e-03,-9.1398e-03,0.0000e+00,2.0000e+01
-9.8550e-04,-1.2000e-02,0.0000e+00,2.0000e+01
-1.6715e-03,-1.5972e-02,0.0000e+00,2.0000e+01
-3.0214e-03,-2.0338e-02,0.0000e+00,2.0000e+01
-5.2743e-03,-2.3978e-02,0.0000e+00,2.0000e+01
-8.6270e-03,-2.7214e-02,0.0000e+00,2.0000e+01
-1.2199e-02,-3.0328e-02,0.0000e+00,2.0000e+01
-1.4759e-02,-3.2089e-02,0.0000e+00,2.0000e+01
-1.6089e-02,-3.2106e-02,0.0000e+00,2.0000e+01
-1.6703e-02,-3.2028e-02,0.0000e+00,2.0000e+01
-1.5929e-02,-3.1876e-02,0.0000e+00,2.0000e+01
-1.1528e-02,-2.8587e-02,0.0000e+00,2.0000e+01
-3.1188e-03,-2.1753e-02,0.0000e+00,2.0000e+01
5.5829e-03,-1.6428e-02,0.0000e+00,2.0000e+01
1.0921e-02,-1.5939e-02,0.0000e+00,2.0000e+01
1.5798e-02,-1.5050e-02,0.0000e+00,2.0000e+01
2.5815e-02,-7.1157e-03,0.0000e+00,2.0000e+01
4.2116e-02,7.7479e-03,0.0000e+00,2.0000e+01
5.7979e-02,2.2904e-02,0.0000e+00,2.0000e+01
7.2494e-02,3.9427e-02,0.0000e+00,2.0000e+01
8.5370e-02,5.8176e-02,0.0000e+00,2.0000e+01
1.0779e-01,8.7834e-02,0.0000e+00,2.0000e+01
1.1873e-01,1.0672e-01,0.0000e+00,2.0000e+01
1.3015e-01,1.2594e-01,0.0000e+00,2.0000e+01
1.5298e-01,1.5890e-01,0.0000e+00,2.0000e+01
1.6056e-01,1.7998e-01,0.0000e+00,2.0000e+01
1.7638e-01,2.0947e-01,0.0000e+00,2.0000e+01
1.8818e-01,2.3580e-01,0.0000e+00,2.0000e+01
1.9662e-01,2.5967e-01,0.0000e+00,2.0000e+01
2.0082e-01,2.7707e-01,0.0000e+00,2.0000e+01
2.0433e-01,2.8708e-01,0.0000e+00,2.0000e+01
2.0562e-01,2.8923e-01,0.0000e+00,2.0000e+01
2.0310e-01,2.8722e-01,0.0000e+00,2.0000e+01
1.9696e-01,2.8224e-01,0.0000e+00,2.0000e+01
1.8959e-01,2.7243e-01,0.0000e+00,2.0000e+01
1.8222e-01,2.5726e-01,0.0000e+00,2.0000e+01
1.7378e-01,2.3835e-01,0.0000e+00,2.0000e+01
1.6612e-01,2.2061e-01,0.0000e+00,2.0000e+01
1.5903e-01,2.0276e-01,0.0000e+00,2.0000e+01
1.5333e-01,1.8502e-01,0.0000e+00,2.0000e+01
1.4733e-01,1.6671e-01,0.0000e+00,2.0000e+01
1.4013e-01,1.4774e-01,0.0000e+00,2.0000e+01
1.3048e-01,1.2722e-01,0.0000e+00,2.0000e+01
1.2421e-01,1.1056e-01,0.0000e+00,2.0000e+01
1.1785e-01,9.6444e-02,0.0000e+00,2.0000e+01
1.0533e-01,8.0845e-02,0.0000e+00,2.0000e+01
9.8812e-02,7.2364e-02,0.0000e+00,2.0000e+01
9.4874e-02,6.5647e-02,0.0000e+00,2.0000e+01
8.4305e-02,5.5191e-02,0.0000e+00,2.0000e+01
7.5085e-02,4.7304e-02,0.0000e+00,2.0000e+01
6.9497e-02,4.3041e-02,0.0000e+00,2.0000e+01
6.2863e-02,3.8748e-02,0.0000e+00,2.0000e+01
5.5859e-02,3.5617e-02,0.0000e+00,2.0000e+01
4.9051e-02,3.4131e-02,0.0000e+00,2.0000e+01
4.3605e-02,3.4777e-02,0.0000e+00,2.0000e+01
3.8648e-02,3.7902e-02,0.0000e+00,2.0000e+01
3.3647e-02,4.4062e-02,0.0000e+00,2.0000e+01
2.8902e-02,5.1003e-02,0.0000e+00,2.0000e+01
2.5460e-02,5.5536e-02,0.0000e+00,2.0000e+01
